date,restaurant_id,restaurant_name,meal_type,day_of_week,is_weekend,is_holiday,month,temperature,rainfall,special_event,previous_day_sales,previous_week_avg_sales,avg_7day_sales,quantity_prepared,quantity_sold,quantity_wasted
2025-04-01,R1,Spice Route Kitchen,dinner,1,0,0,4,24.6,0.0,0,51,60.6,60.6,55,45,10
2025-04-01,R1,Spice Route Kitchen,lunch,1,0,0,4,24.6,0.0,0,36,39.9,39.9,48,39,9
2025-04-01,R2,Green Leaf Cafe,dinner,1,0,0,4,28.8,0.0,0,34,38.4,38.4,33,29,4
2025-04-01,R2,Green Leaf Cafe,lunch,1,0,0,4,28.8,0.0,0,21,25.3,25.3,25,22,3
2025-04-01,R3,Coastal Kitchen,dinner,1,0,0,4,30.9,0.0,0,59,67.0,67.0,73,58,15
2025-04-01,R3,Coastal Kitchen,lunch,1,0,0,4,30.9,0.0,0,46,45.7,45.7,50,39,11
2025-04-01,R4,Urban Tandoor,dinner,1,0,0,4,26.3,0.0,0,43,46.3,46.3,44,38,6
2025-04-01,R4,Urban Tandoor,lunch,1,0,0,4,26.3,0.0,0,25,32.4,32.4,34,29,5
2025-04-01,R5,Campus Canteen,dinner,1,0,0,4,28.5,0.0,0,80,88.3,88.3,78,72,6
2025-04-01,R5,Campus Canteen,lunch,1,0,0,4,28.5,0.0,0,50,58.6,58.6,56,50,6
2025-04-02,R1,Spice Route Kitchen,dinner,2,0,0,4,26.3,0.0,0,45,59.4,59.4,60,48,12
2025-04-02,R1,Spice Route Kitchen,lunch,2,0,0,4,26.3,0.0,0,39,40.6,40.6,45,37,8
2025-04-02,R2,Green Leaf Cafe,dinner,2,0,0,4,23.1,0.0,0,29,37.7,37.7,38,33,5
2025-04-02,R2,Green Leaf Cafe,lunch,2,0,0,4,23.1,0.0,0,22,25.3,25.3,27,25,2
2025-04-02,R3,Coastal Kitchen,dinner,2,0,0,4,29.6,0.0,1,58,66.3,66.3,97,78,19
2025-04-02,R3,Coastal Kitchen,lunch,2,0,0,4,29.6,0.0,1,39,45.6,45.6,76,59,17
2025-04-02,R4,Urban Tandoor,dinner,2,0,0,4,25.2,1.6,0,38,46.4,46.4,43,36,7
2025-04-02,R4,Urban Tandoor,lunch,2,0,0,4,25.2,1.6,0,29,32.7,32.7,33,29,4
2025-04-02,R5,Campus Canteen,dinner,2,0,0,4,23.5,0.0,0,72,87.1,87.1,82,74,8
2025-04-02,R5,Campus Canteen,lunch,2,0,0,4,23.5,0.0,0,50,58.6,58.6,52,49,3
2025-04-03,R1,Spice Route Kitchen,dinner,3,0,0,4,31.1,0.9,0,48,58.6,58.6,61,50,11
2025-04-03,R1,Spice Route Kitchen,lunch,3,0,0,4,31.1,0.9,0,37,40.3,40.3,45,37,8
2025-04-03,R2,Green Leaf Cafe,dinner,3,0,0,4,30.6,0.0,0,33,37.9,37.9,40,36,4
2025-04-03,R2,Green Leaf Cafe,lunch,3,0,0,4,30.6,0.0,0,25,25.7,25.7,29,25,4
2025-04-03,R3,Coastal Kitchen,dinner,3,0,0,4,26.5,0.0,0,78,69.1,69.1,84,64,20
2025-04-03,R3,Coastal Kitchen,lunch,3,0,0,4,26.5,0.0,0,59,48.6,48.6,52,39,13
2025-04-03,R4,Urban Tandoor,dinner,3,0,0,4,25.2,2.5,0,36,45.9,45.9,60,50,10
2025-04-03,R4,Urban Tandoor,lunch,3,0,0,4,25.2,2.5,0,29,32.7,32.7,32,27,5
2025-04-03,R5,Campus Canteen,dinner,3,0,0,4,26.3,0.0,0,74,87.0,87.0,80,74,6
2025-04-03,R5,Campus Canteen,lunch,3,0,0,4,26.3,0.0,0,49,58.1,58.1,69,58,11
2025-04-04,R1,Spice Route Kitchen,dinner,4,0,0,4,26.4,5.9,0,50,57.7,57.7,84,68,16
2025-04-04,R1,Spice Route Kitchen,lunch,4,0,0,4,26.4,5.9,0,37,40.4,40.4,57,48,9
2025-04-04,R2,Green Leaf Cafe,dinner,4,0,0,4,26.8,0.0,0,36,38.1,38.1,46,41,5
2025-04-04,R2,Green Leaf Cafe,lunch,4,0,0,4,26.8,0.0,0,25,25.9,25.9,33,29,4
2025-04-04,R3,Coastal Kitchen,dinner,4,0,0,4,30.0,0.0,0,64,69.3,69.3,96,75,21
2025-04-04,R3,Coastal Kitchen,lunch,4,0,0,4,30.0,0.0,0,39,48.1,48.1,63,49,14
2025-04-04,R4,Urban Tandoor,dinner,4,0,0,4,27.4,1.5,0,50,46.6,46.6,70,57,13
2025-04-04,R4,Urban Tandoor,lunch,4,0,0,4,27.4,1.5,0,27,32.4,32.4,35,32,3
2025-04-04,R5,Campus Canteen,dinner,4,0,0,4,28.6,0.0,0,74,85.0,85.0,119,103,16
2025-04-04,R5,Campus Canteen,lunch,4,0,0,4,28.6,0.0,0,58,58.9,58.9,76,65,11
2025-04-05,R1,Spice Route Kitchen,dinner,5,1,0,4,25.6,0.9,0,68,57.7,57.7,88,74,14
2025-04-05,R1,Spice Route Kitchen,lunch,5,1,0,4,25.6,0.9,0,48,41.3,41.3,56,48,8
2025-04-05,R2,Green Leaf Cafe,dinner,5,1,0,4,26.9,1.3,0,41,38.1,38.1,54,47,7
2025-04-05,R2,Green Leaf Cafe,lunch,5,1,0,4,26.9,1.3,0,29,26.1,26.1,29,26,3
2025-04-05,R3,Coastal Kitchen,dinner,5,1,0,4,23.3,0.0,0,75,69.9,69.9,127,96,31
2025-04-05,R3,Coastal Kitchen,lunch,5,1,0,4,23.3,0.0,0,49,48.0,48.0,78,58,20
2025-04-05,R4,Urban Tandoor,dinner,5,1,0,4,28.1,0.8,0,57,47.6,47.6,68,59,9
2025-04-05,R4,Urban Tandoor,lunch,5,1,0,4,28.1,0.8,0,32,32.1,32.1,48,38,10
2025-04-05,R5,Campus Canteen,dinner,5,1,0,4,26.5,0.1,0,103,86.1,86.1,126,114,12
2025-04-05,R5,Campus Canteen,lunch,5,1,0,4,26.5,0.1,0,65,58.9,58.9,77,66,11
2025-04-06,R1,Spice Route Kitchen,dinner,6,1,0,4,26.8,0.2,0,74,58.6,58.6,75,66,9
2025-04-06,R1,Spice Route Kitchen,lunch,6,1,0,4,26.8,0.2,0,48,41.6,41.6,51,41,10
2025-04-06,R2,Green Leaf Cafe,dinner,6,1,0,4,28.3,1.2,0,47,38.0,38.0,52,46,6
2025-04-06,R2,Green Leaf Cafe,lunch,6,1,0,4,28.3,1.2,0,26,25.4,25.4,32,28,4
2025-04-06,R3,Coastal Kitchen,dinner,6,1,0,4,30.3,2.7,0,96,72.1,72.1,107,83,24
2025-04-06,R3,Coastal Kitchen,lunch,6,1,0,4,30.3,2.7,0,58,48.6,48.6,78,59,19
2025-04-06,R4,Urban Tandoor,dinner,6,1,0,4,24.0,4.5,1,59,48.4,48.4,79,67,12
2025-04-06,R4,Urban Tandoor,lunch,6,1,0,4,24.0,4.5,1,38,31.3,31.3,50,43,7
2025-04-06,R5,Campus Canteen,dinner,6,1,0,4,30.1,0.0,0,114,87.6,87.6,112,100,12
2025-04-06,R5,Campus Canteen,lunch,6,1,0,4,30.1,0.0,0,66,57.7,57.7,77,71,6
2025-04-07,R1,Spice Route Kitchen,dinner,0,0,0,4,29.2,1.2,0,66,57.4,57.4,70,54,16
2025-04-07,R1,Spice Route Kitchen,lunch,0,0,0,4,29.2,1.2,0,41,40.9,40.9,40,32,8
2025-04-07,R2,Green Leaf Cafe,dinner,0,0,0,4,27.5,1.0,0,46,38.0,38.0,41,36,5
2025-04-07,R2,Green Leaf Cafe,lunch,0,0,0,4,27.5,1.0,0,28,25.1,25.1,26,22,4
2025-04-07,R3,Coastal Kitchen,dinner,0,0,0,4,27.6,0.0,0,83,73.3,73.3,71,52,19
2025-04-07,R3,Coastal Kitchen,lunch,0,0,0,4,27.6,0.0,0,59,49.9,49.9,50,39,11
2025-04-07,R4,Urban Tandoor,dinner,0,0,0,4,28.1,0.0,0,67,50.0,50.0,52,41,11
2025-04-07,R4,Urban Tandoor,lunch,0,0,0,4,28.1,0.0,0,43,31.9,31.9,34,28,6
2025-04-07,R5,Campus Canteen,dinner,0,0,0,4,28.4,2.9,0,100,88.1,88.1,84,79,5
2025-04-07,R5,Campus Canteen,lunch,0,0,0,4,28.4,2.9,0,71,58.4,58.4,58,53,5
2025-04-08,R1,Spice Route Kitchen,dinner,1,0,0,4,28.7,1.6,0,54,57.9,57.9,66,55,11
2025-04-08,R1,Spice Route Kitchen,lunch,1,0,0,4,28.7,1.6,0,32,40.3,40.3,45,36,9
2025-04-08,R2,Green Leaf Cafe,dinner,1,0,0,4,27.4,0.0,0,36,38.3,38.3,37,33,4
2025-04-08,R2,Green Leaf Cafe,lunch,1,0,0,4,27.4,0.0,0,22,25.3,25.3,26,23,3
2025-04-08,R3,Coastal Kitchen,dinner,1,0,0,4,27.4,1.8,0,52,72.3,72.3,77,55,22
2025-04-08,R3,Coastal Kitchen,lunch,1,0,0,4,27.4,1.8,0,39,48.9,48.9,55,40,15
2025-04-08,R4,Urban Tandoor,dinner,1,0,0,4,26.7,0.0,0,41,49.7,49.7,46,41,5
2025-04-08,R4,Urban Tandoor,lunch,1,0,0,4,26.7,0.0,0,28,32.3,32.3,30,27,3
2025-04-08,R5,Campus Canteen,dinner,1,0,0,4,31.0,0.0,1,79,88.0,88.0,113,102,11
2025-04-08,R5,Campus Canteen,lunch,1,0,0,4,31.0,0.0,1,53,58.9,58.9,69,63,6
2025-04-09,R1,Spice Route Kitchen,dinner,2,0,0,4,27.1,0.0,0,55,59.3,59.3,64,52,12
2025-04-09,R1,Spice Route Kitchen,lunch,2,0,0,4,27.1,0.0,0,36,39.9,39.9,46,39,7
2025-04-09,R2,Green Leaf Cafe,dinner,2,0,0,4,26.1,6.8,0,33,38.9,38.9,40,34,6
2025-04-09,R2,Green Leaf Cafe,lunch,2,0,0,4,26.1,6.8,0,23,25.4,25.4,26,21,5
2025-04-09,R3,Coastal Kitchen,dinner,2,0,0,4,30.2,1.0,0,55,71.9,71.9,82,67,15
2025-04-09,R3,Coastal Kitchen,lunch,2,0,0,4,30.2,1.0,0,40,49.0,49.0,49,38,11
2025-04-09,R4,Urban Tandoor,dinner,2,0,0,4,28.3,0.0,0,41,50.1,50.1,46,39,7
2025-04-09,R4,Urban Tandoor,lunch,2,0,0,4,28.3,0.0,0,27,32.0,32.0,36,29,7
2025-04-09,R5,Campus Canteen,dinner,2,0,0,4,30.3,1.1,0,102,92.3,92.3,89,82,7
2025-04-09,R5,Campus Canteen,lunch,2,0,0,4,30.3,1.1,0,63,60.7,60.7,60,52,8
2025-04-10,R1,Spice Route Kitchen,dinner,3,0,0,4,27.7,3.3,0,52,59.9,59.9,56,48,8
2025-04-10,R1,Spice Route Kitchen,lunch,3,0,0,4,27.7,3.3,0,39,40.1,40.1,42,35,7
2025-04-10,R2,Green Leaf Cafe,dinner,3,0,0,4,27.9,0.0,0,34,39.0,39.0,43,36,7
2025-04-10,R2,Green Leaf Cafe,lunch,3,0,0,4,27.9,0.0,0,21,24.9,24.9,24,21,3
2025-04-10,R3,Coastal Kitchen,dinner,3,0,0,4,29.3,2.0,0,67,70.3,70.3,79,62,17
2025-04-10,R3,Coastal Kitchen,lunch,3,0,0,4,29.3,2.0,0,38,46.0,46.0,53,39,14
2025-04-10,R4,Urban Tandoor,dinner,3,0,0,4,26.7,0.0,0,39,50.6,50.6,59,50,9
2025-04-10,R4,Urban Tandoor,lunch,3,0,0,4,26.7,0.0,0,29,32.0,32.0,36,31,5
2025-04-10,R5,Campus Canteen,dinner,3,0,0,4,26.8,1.8,0,82,93.4,93.4,90,77,13
2025-04-10,R5,Campus Canteen,lunch,3,0,0,4,26.8,1.8,0,52,61.1,61.1,58,51,7
2025-04-11,R1,Spice Route Kitchen,dinner,4,0,0,4,26.5,0.0,0,48,59.6,59.6,82,65,17
2025-04-11,R1,Spice Route Kitchen,lunch,4,0,0,4,26.5,0.0,0,35,39.9,39.9,51,43,8
2025-04-11,R2,Green Leaf Cafe,dinner,4,0,0,4,28.5,0.0,0,36,39.0,39.0,46,39,7
2025-04-11,R2,Green Leaf Cafe,lunch,4,0,0,4,28.5,0.0,0,21,24.3,24.3,38,32,6
2025-04-11,R3,Coastal Kitchen,dinner,4,0,0,4,25.9,0.0,0,62,70.0,70.0,91,73,18
2025-04-11,R3,Coastal Kitchen,lunch,4,0,0,4,25.9,0.0,0,39,46.0,46.0,63,47,16
2025-04-11,R4,Urban Tandoor,dinner,4,0,0,4,26.3,0.0,0,50,50.6,50.6,55,48,7
2025-04-11,R4,Urban Tandoor,lunch,4,0,0,4,26.3,0.0,0,31,32.6,32.6,41,36,5
2025-04-11,R5,Campus Canteen,dinner,4,0,0,4,29.4,0.0,0,77,93.9,93.9,103,95,8
2025-04-11,R5,Campus Canteen,lunch,4,0,0,4,29.4,0.0,0,51,60.1,60.1,70,62,8
2025-04-12,R1,Spice Route Kitchen,dinner,5,1,0,4,26.5,0.0,0,65,59.1,59.1,92,74,18
2025-04-12,R1,Spice Route Kitchen,lunch,5,1,0,4,26.5,0.0,0,43,39.1,39.1,61,49,12
2025-04-12,R2,Green Leaf Cafe,dinner,5,1,0,4,27.0,0.0,0,39,38.7,38.7,50,44,6
2025-04-12,R2,Green Leaf Cafe,lunch,5,1,0,4,27.0,0.0,0,32,24.7,24.7,34,31,3
2025-04-12,R3,Coastal Kitchen,dinner,5,1,0,4,27.4,1.4,1,73,69.7,69.7,159,123,36
2025-04-12,R3,Coastal Kitchen,lunch,5,1,0,4,27.4,1.4,1,47,45.7,45.7,103,77,26
2025-04-12,R4,Urban Tandoor,dinner,5,1,0,4,29.8,4.1,0,48,49.3,49.3,70,61,9
2025-04-12,R4,Urban Tandoor,lunch,5,1,0,4,29.8,4.1,0,36,33.1,33.1,47,40,7
2025-04-12,R5,Campus Canteen,dinner,5,1,0,4,25.7,2.0,0,95,92.7,92.7,118,105,13
2025-04-12,R5,Campus Canteen,lunch,5,1,0,4,25.7,2.0,0,62,59.7,59.7,83,73,10
2025-04-13,R1,Spice Route Kitchen,dinner,6,1,0,4,26.6,0.4,0,74,59.1,59.1,86,71,15
2025-04-13,R1,Spice Route Kitchen,lunch,6,1,0,4,26.6,0.4,0,49,39.3,39.3,49,42,7
2025-04-13,R2,Green Leaf Cafe,dinner,6,1,0,4,27.8,1.6,0,44,38.3,38.3,52,47,5
2025-04-13,R2,Green Leaf Cafe,lunch,6,1,0,4,27.8,1.6,0,31,25.4,25.4,33,30,3
2025-04-13,R3,Coastal Kitchen,dinner,6,1,0,4,26.6,0.6,0,123,73.6,73.6,98,76,22
2025-04-13,R3,Coastal Kitchen,lunch,6,1,0,4,26.6,0.6,0,77,48.4,48.4,61,48,13
2025-04-13,R4,Urban Tandoor,dinner,6,1,0,4,25.0,1.7,0,61,49.6,49.6,66,55,11
2025-04-13,R4,Urban Tandoor,lunch,6,1,0,4,25.0,1.7,0,40,33.4,33.4,42,36,6
2025-04-13,R5,Campus Canteen,dinner,6,1,0,4,33.7,3.9,0,105,91.4,91.4,123,107,16
2025-04-13,R5,Campus Canteen,lunch,6,1,0,4,33.7,3.9,0,73,60.7,60.7,67,65,2
2025-04-14,R1,Spice Route Kitchen,dinner,0,0,0,4,26.8,0.1,0,71,59.9,59.9,63,50,13
2025-04-14,R1,Spice Route Kitchen,lunch,0,0,0,4,26.8,0.1,0,42,39.4,39.4,35,30,5
2025-04-14,R2,Green Leaf Cafe,dinner,0,0,0,4,26.6,1.7,0,47,38.4,38.4,37,33,4
2025-04-14,R2,Green Leaf Cafe,lunch,0,0,0,4,26.6,1.7,0,30,25.7,25.7,26,22,4
2025-04-14,R3,Coastal Kitchen,dinner,0,0,0,4,27.3,2.5,0,76,72.6,72.6,75,60,15
2025-04-14,R3,Coastal Kitchen,lunch,0,0,0,4,27.3,2.5,0,48,46.9,46.9,47,37,10
2025-04-14,R4,Urban Tandoor,dinner,0,0,0,4,30.5,1.0,0,55,47.9,47.9,52,41,11
2025-04-14,R4,Urban Tandoor,lunch,0,0,0,4,30.5,1.0,0,36,32.4,32.4,32,28,4
2025-04-14,R5,Campus Canteen,dinner,0,0,0,4,27.7,0.0,0,107,92.4,92.4,90,80,10
2025-04-14,R5,Campus Canteen,lunch,0,0,0,4,27.7,0.0,0,65,59.9,59.9,59,53,6
2025-04-15,R1,Spice Route Kitchen,dinner,1,0,0,4,29.5,2.7,0,50,59.3,59.3,64,51,13
2025-04-15,R1,Spice Route Kitchen,lunch,1,0,0,4,29.5,2.7,0,30,39.1,39.1,39,32,7
2025-04-15,R2,Green Leaf Cafe,dinner,1,0,0,4,28.0,0.0,0,33,38.0,38.0,36,33,3
2025-04-15,R2,Green Leaf Cafe,lunch,1,0,0,4,28.0,0.0,0,22,25.7,25.7,25,22,3
2025-04-15,R3,Coastal Kitchen,dinner,1,0,0,4,27.7,0.0,0,60,73.7,73.7,85,65,20
2025-04-15,R3,Coastal Kitchen,lunch,1,0,0,4,27.7,0.0,0,37,46.6,46.6,51,40,11
2025-04-15,R4,Urban Tandoor,dinner,1,0,0,4,29.3,1.8,0,41,47.9,47.9,50,42,8
2025-04-15,R4,Urban Tandoor,lunch,1,0,0,4,29.3,1.8,0,28,32.4,32.4,35,29,6
2025-04-15,R5,Campus Canteen,dinner,1,0,0,4,30.9,1.5,0,80,92.6,92.6,86,74,12
2025-04-15,R5,Campus Canteen,lunch,1,0,0,4,30.9,1.5,0,53,59.9,59.9,48,44,4
2025-04-16,R1,Spice Route Kitchen,dinner,2,0,0,4,28.7,1.2,1,51,58.7,58.7,74,65,9
2025-04-16,R1,Spice Route Kitchen,lunch,2,0,0,4,28.7,1.2,1,32,38.6,38.6,62,50,12
2025-04-16,R2,Green Leaf Cafe,dinner,2,0,0,4,29.7,0.0,0,33,38.0,38.0,37,32,5
2025-04-16,R2,Green Leaf Cafe,lunch,2,0,0,4,29.7,0.0,0,22,25.6,25.6,27,23,4
2025-04-16,R3,Coastal Kitchen,dinner,2,0,0,4,27.5,0.7,0,65,75.1,75.1,84,64,20
2025-04-16,R3,Coastal Kitchen,lunch,2,0,0,4,27.5,0.7,0,40,46.6,46.6,56,44,12
2025-04-16,R4,Urban Tandoor,dinner,2,0,0,4,31.2,4.2,0,42,48.0,48.0,46,40,6
2025-04-16,R4,Urban Tandoor,lunch,2,0,0,4,31.2,4.2,0,29,32.7,32.7,34,28,6
2025-04-16,R5,Campus Canteen,dinner,2,0,0,4,32.9,0.0,0,74,88.6,88.6,92,76,16
2025-04-16,R5,Campus Canteen,lunch,2,0,0,4,32.9,0.0,0,44,57.1,57.1,53,46,7
2025-04-17,R1,Spice Route Kitchen,dinner,3,0,0,4,31.3,4.0,0,65,60.6,60.6,75,58,17
2025-04-17,R1,Spice Route Kitchen,lunch,3,0,0,4,31.3,4.0,0,50,40.1,40.1,40,33,7
2025-04-17,R2,Green Leaf Cafe,dinner,3,0,0,4,27.3,0.0,0,32,37.7,37.7,34,32,2
2025-04-17,R2,Green Leaf Cafe,lunch,3,0,0,4,27.3,0.0,0,23,25.9,25.9,25,22,3
2025-04-17,R3,Coastal Kitchen,dinner,3,0,0,4,32.3,4.3,0,64,74.7,74.7,86,63,23
2025-04-17,R3,Coastal Kitchen,lunch,3,0,0,4,32.3,4.3,0,44,47.4,47.4,55,42,13
2025-04-17,R4,Urban Tandoor,dinner,3,0,0,4,29.2,0.0,0,40,48.1,48.1,51,43,8
2025-04-17,R4,Urban Tandoor,lunch,3,0,0,4,29.2,0.0,0,28,32.6,32.6,32,27,5
2025-04-17,R5,Campus Canteen,dinner,3,0,0,4,27.8,6.7,0,76,87.7,87.7,95,85,10
2025-04-17,R5,Campus Canteen,lunch,3,0,0,4,27.8,6.7,0,46,56.3,56.3,57,51,6
2025-04-18,R1,Spice Route Kitchen,dinner,4,0,0,4,30.5,0.0,0,58,62.0,62.0,80,62,18
2025-04-18,R1,Spice Route Kitchen,lunch,4,0,0,4,30.5,0.0,0,33,39.9,39.9,53,44,9
2025-04-18,R2,Green Leaf Cafe,dinner,4,0,0,4,27.3,2.3,0,32,37.1,37.1,46,40,6
2025-04-18,R2,Green Leaf Cafe,lunch,4,0,0,4,27.3,2.3,0,22,26.0,26.0,31,25,6
2025-04-18,R3,Coastal Kitchen,dinner,4,0,0,4,29.6,0.0,0,63,74.9,74.9,97,72,25
2025-04-18,R3,Coastal Kitchen,lunch,4,0,0,4,29.6,0.0,0,42,47.9,47.9,62,47,15
2025-04-18,R4,Urban Tandoor,dinner,4,0,0,4,28.7,0.2,0,43,47.1,47.1,61,55,6
2025-04-18,R4,Urban Tandoor,lunch,4,0,0,4,28.7,0.2,0,27,32.0,32.0,39,34,5
2025-04-18,R5,Campus Canteen,dinner,4,0,0,4,31.1,2.8,0,85,88.9,88.9,108,96,12
2025-04-18,R5,Campus Canteen,lunch,4,0,0,4,31.1,2.8,0,51,56.3,56.3,70,64,6
2025-04-19,R1,Spice Route Kitchen,dinner,5,1,0,4,33.2,3.8,0,62,61.6,61.6,96,76,20
2025-04-19,R1,Spice Route Kitchen,lunch,5,1,0,4,33.2,3.8,0,44,40.0,40.0,65,52,13
2025-04-19,R2,Green Leaf Cafe,dinner,5,1,0,4,30.9,2.4,0,40,37.3,37.3,59,54,5
2025-04-19,R2,Green Leaf Cafe,lunch,5,1,0,4,30.9,2.4,0,25,25.0,25.0,34,31,3
2025-04-19,R3,Coastal Kitchen,dinner,5,1,0,4,27.0,0.8,0,72,74.7,74.7,109,84,25
2025-04-19,R3,Coastal Kitchen,lunch,5,1,0,4,27.0,0.8,0,47,47.9,47.9,69,50,19
2025-04-19,R4,Urban Tandoor,dinner,5,1,0,4,29.2,0.0,0,55,48.1,48.1,71,58,13
2025-04-19,R4,Urban Tandoor,lunch,5,1,0,4,29.2,0.0,0,34,31.7,31.7,41,36,5
2025-04-19,R5,Campus Canteen,dinner,5,1,0,4,25.8,0.9,0,96,89.0,89.0,127,107,20
2025-04-19,R5,Campus Canteen,lunch,5,1,0,4,25.8,0.9,0,64,56.6,56.6,74,67,7
2025-04-20,R1,Spice Route Kitchen,dinner,6,1,0,4,31.0,2.6,0,76,61.9,61.9,82,69,13
2025-04-20,R1,Spice Route Kitchen,lunch,6,1,0,4,31.0,2.6,0,52,40.4,40.4,54,47,7
2025-04-20,R2,Green Leaf Cafe,dinner,6,1,0,4,27.6,0.0,0,54,38.7,38.7,46,42,4
2025-04-20,R2,Green Leaf Cafe,lunch,6,1,0,4,27.6,0.0,0,31,25.0,25.0,38,31,7
2025-04-20,R3,Coastal Kitchen,dinner,6,1,0,4,30.9,2.6,1,84,69.1,69.1,156,118,38
2025-04-20,R3,Coastal Kitchen,lunch,6,1,0,4,30.9,2.6,1,50,44.0,44.0,100,76,24
2025-04-20,R4,Urban Tandoor,dinner,6,1,0,4,30.4,0.0,0,58,47.7,47.7,63,54,9
2025-04-20,R4,Urban Tandoor,lunch,6,1,0,4,30.4,0.0,0,36,31.1,31.1,43,38,5
2025-04-20,R5,Campus Canteen,dinner,6,1,0,4,30.2,3.5,0,107,89.3,89.3,107,97,10
2025-04-20,R5,Campus Canteen,lunch,6,1,0,4,30.2,3.5,0,67,55.7,55.7,68,60,8
2025-04-21,R1,Spice Route Kitchen,dinner,0,0,0,4,27.3,5.4,0,69,61.6,61.6,69,57,12
2025-04-21,R1,Spice Route Kitchen,lunch,0,0,0,4,27.3,5.4,0,47,41.1,41.1,46,38,8
2025-04-21,R2,Green Leaf Cafe,dinner,0,0,0,4,25.4,0.0,0,42,38.0,38.0,39,34,5
2025-04-21,R2,Green Leaf Cafe,lunch,0,0,0,4,25.4,0.0,0,31,25.1,25.1,25,21,4
2025-04-21,R3,Coastal Kitchen,dinner,0,0,0,4,33.8,3.1,0,118,75.1,75.1,86,66,20
2025-04-21,R3,Coastal Kitchen,lunch,0,0,0,4,33.8,3.1,0,76,48.0,48.0,60,47,13
2025-04-21,R4,Urban Tandoor,dinner,0,0,0,4,29.1,8.5,0,54,47.6,47.6,44,36,8
2025-04-21,R4,Urban Tandoor,lunch,0,0,0,4,29.1,8.5,0,38,31.4,31.4,28,24,4
2025-04-21,R5,Campus Canteen,dinner,0,0,0,4,27.8,0.6,0,97,87.9,87.9,90,85,5
2025-04-21,R5,Campus Canteen,lunch,0,0,0,4,27.8,0.6,0,60,55.0,55.0,64,54,10
2025-04-22,R1,Spice Route Kitchen,dinner,1,0,0,4,30.4,0.0,0,57,62.6,62.6,62,51,11
2025-04-22,R1,Spice Route Kitchen,lunch,1,0,0,4,30.4,0.0,0,38,42.3,42.3,40,34,6
2025-04-22,R2,Green Leaf Cafe,dinner,1,0,0,4,29.4,0.0,0,34,38.1,38.1,37,34,3
2025-04-22,R2,Green Leaf Cafe,lunch,1,0,0,4,29.4,0.0,0,21,25.0,25.0,26,22,4
2025-04-22,R3,Coastal Kitchen,dinner,1,0,0,4,32.2,0.0,0,66,76.0,76.0,81,61,20
2025-04-22,R3,Coastal Kitchen,lunch,1,0,0,4,32.2,0.0,0,47,49.4,49.4,53,39,14
2025-04-22,R4,Urban Tandoor,dinner,1,0,0,4,28.9,0.2,0,36,46.9,46.9,43,39,4
2025-04-22,R4,Urban Tandoor,lunch,1,0,0,4,28.9,0.2,0,24,30.9,30.9,31,25,6
2025-04-22,R5,Campus Canteen,dinner,1,0,0,4,27.7,0.0,0,85,88.6,88.6,85,75,10
2025-04-22,R5,Campus Canteen,lunch,1,0,0,4,27.7,0.0,0,54,55.1,55.1,53,48,5
2025-04-23,R1,Spice Route Kitchen,dinner,2,0,0,4,33.8,3.1,0,51,62.6,62.6,62,52,10
2025-04-23,R1,Spice Route Kitchen,lunch,2,0,0,4,33.8,3.1,0,34,42.6,42.6,44,36,8
2025-04-23,R2,Green Leaf Cafe,dinner,2,0,0,4,27.3,0.0,0,34,38.3,38.3,42,36,6
2025-04-23,R2,Green Leaf Cafe,lunch,2,0,0,4,27.3,0.0,0,22,25.0,25.0,27,23,4
2025-04-23,R3,Coastal Kitchen,dinner,2,0,0,4,25.9,0.1,0,61,75.4,75.4,78,60,18
2025-04-23,R3,Coastal Kitchen,lunch,2,0,0,4,25.9,0.1,0,39,49.3,49.3,55,41,14
2025-04-23,R4,Urban Tandoor,dinner,2,0,0,4,33.7,0.0,0,39,46.4,46.4,47,41,6
2025-04-23,R4,Urban Tandoor,lunch,2,0,0,4,33.7,0.0,0,25,30.3,30.3,36,31,5
2025-04-23,R5,Campus Canteen,dinner,2,0,0,4,27.2,0.0,0,75,88.7,88.7,78,74,4
2025-04-23,R5,Campus Canteen,lunch,2,0,0,4,27.2,0.0,0,48,55.7,55.7,62,56,6
2025-04-24,R1,Spice Route Kitchen,dinner,3,0,0,4,30.0,0.0,0,52,60.7,60.7,60,49,11
2025-04-24,R1,Spice Route Kitchen,lunch,3,0,0,4,30.0,0.0,0,36,40.6,40.6,47,38,9
2025-04-24,R2,Green Leaf Cafe,dinner,3,0,0,4,30.7,4.0,0,36,38.9,38.9,40,35,5
2025-04-24,R2,Green Leaf Cafe,lunch,3,0,0,4,30.7,4.0,0,23,25.0,25.0,28,23,5
2025-04-24,R3,Coastal Kitchen,dinner,3,0,0,4,32.7,0.0,0,60,74.9,74.9,88,65,23
2025-04-24,R3,Coastal Kitchen,lunch,3,0,0,4,32.7,0.0,0,41,48.9,48.9,53,42,11
2025-04-24,R4,Urban Tandoor,dinner,3,0,0,4,27.1,0.0,0,41,46.6,46.6,49,44,5
2025-04-24,R4,Urban Tandoor,lunch,3,0,0,4,27.1,0.0,0,31,30.7,30.7,34,30,4
2025-04-24,R5,Campus Canteen,dinner,3,0,0,4,32.2,0.0,0,74,88.4,88.4,85,77,8
2025-04-24,R5,Campus Canteen,lunch,3,0,0,4,32.2,0.0,0,56,57.1,57.1,52,49,3
